=========================BEGIN==========================
Archiválva 230129.1318: http://web.archive.org/save/https://mandiner.hu/
13. Archiválva 230129.1334: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_haboru_ukrajna_oroszorszag_kulfold_orban_viktor
14. Archiválva 230129.1335: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_merenylet_izrael_jeruzsalem_palesztina_kulfold
15. Archiválva 230129.1337: http://web.archive.org/save/https://mandiner.hu/cikk/20230118_az_anyatlan_fiu_duhe_tamadasba_lendult_harry_herceg_es_felesege
16. Archiválva 230129.1338: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_merkeli_stilus_nem_mindig_jo_szanvalasztasokkal_igy_oltozik_dobrev_klara
17. Archiválva 230129.1339: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_szoboszlai_dominik_bundesliga_stuttgart_lipcse_merkozes
18. Archiválva 230129.1340: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_haboru_ukrajna_oroszorszag_kulfold_olaf_scholz
19. Archiválva 230129.1342: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_riport_ukrajnai_haboru
20. Archiválva 230129.1343: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_eotvos_gimnazium_korrupcio_botrany_sebestyen_balazsek
21. Archiválva 230129.1344: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_ukrajna_karpatalja_szili_katalin
22. Archiválva 230129.1345: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_erasmus_ugy_jogi_lepeseket_tervez_a_kormany_brusszelnek_valaszul_reakcio_kovacs_zoltannal
23. Archiválva 230129.1346: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_soros_gyorgy_kelet_europa_agyutoltelek_nato_europai_unio_kulfold_haboru
24. Archiválva 230129.1348: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_nemetorszag_oroszorszag_annalena_baerbock_maria_zaharova_haboru_kulfold
25. Archiválva 230129.1349: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_f16_vadaszrepulo_ukrajna
26. Archiválva 230129.1350: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_magyar_hadiipar
27. Archiválva 230129.1351: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_csehorszag_elnokvalasztas_babis_pavel
28. Archiválva 230129.1353: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_teheran_azerbajdzsan_nagykovetseg_tamadas
29. Archiválva 230129.1354: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_ukrajna_korrupcio_ujsagiras_dilemma_nyilvanossag_mutyi_botrany_kulfold
30. Archiválva 230129.1355: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_eotvos_jozsef_gimnazium_belfold_brfk
31. Archiválva 230129.1356: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_foldi_laszlo_a_nato_az_amerikai_kulpolitika_eszkozeve_valt
32. Archiválva 230129.1357: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_penzbuntetest_kapott_az_egyik_temetofoglalo_roman
33. Archiválva 230129.1359: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_parbeszed_dk_atlepes_kenez_istvan
34 Hiba itt 230129.1400: https://mandiner.hu/cikk/20230127_nemetorszag_annalena_baerbock
35 Hiba itt 230129.1401: https://mandiner.hu/cikk/20230129_pentagonhoz_tartozo_agytroszt_azt_javasolja_az_usa_talaljon_stabil_bekes_megoldast
36. Archiválva 230129.1402: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_a_melegedo_beka_jelenunk_metaforaja
37. Archiválva 230129.1403: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_torokorszag_nem_kivan_szembe_kerulni_a_nyugattal
38. Archiválva 230129.1404: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_ukrajnai_toborzo
39. Archiválva 230129.1405: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_a_dnyiproi_polgarmester_netto_soviniszta_szoveget_nyomott_le
40. Archiválva 230129.1407: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_kepmutato_az_ukran_kulugy_mikor_bekereti_a_magyar_nagykovetet
41. Archiválva 230129.1408: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_csendorcsend
42. Archiválva 230129.1409: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_velemeny_akkumulatorgyar
43. Archiválva 230129.1410: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_gusztos_istvan_velemeny_mlsz_nagy_magyarorszag
44. Archiválva 230129.1412: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_orban_viktor_gyurcsany_ferenc_velemeny_belfold
45. Archiválva 230129.1413: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_jair_netanjahu_kulfold_izrael_josh_hammer_velemeny_belfold_magyarorszag
46. Archiválva 230129.1414: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_orban_balazs_velemeny_mcc_konferencia
47. Archiválva 230129.1415: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_velemeny_jogvedok_karpatalja_haboru_ukranok
48. Archiválva 230129.1417: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_szijjarto_peter_kulfold_velemeny_terrorizmus_izrael_palesztina
49. Archiválva 230129.1418: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_kotter_tamas_velemeny_belfold_akkumulatorgyar
50. Archiválva 230129.1419: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_kulifai_mate_velemeny_kulfold_izrael_palesztina
51. Archiválva 230129.1420: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_avarkeszi_dezso_vago_istvan_dk_greczy_zsolt_belfold
52. Archiválva 230129.1421: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_bayer_zsolt_kulfold_velemeny_annalena_baerbock_haboru_nemetorszag
53. Archiválva 230129.1423: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_fodor_gabor_velemeny_holokauszt
54. Archiválva 230129.1424: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_juszt_laszlo_velemeny_belfold_paks_2_energiaellatas_kulfold_oroszorszag
55. Archiválva 230129.1425: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_kozep_europa_eros_pista_magyar_nemzeti_bank_forint_gdp
56. Archiválva 230129.1426: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_fekete_gyor_andras_momentum_baloldal_orban_viktor_eu_belfold_kulfold
57. Archiválva 230129.1427: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_hadhazy_akos_velemeny_orban_viktor_eu_belfold_kulfold_baloldal_ellenzek
58. Archiválva 230129.1429: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_robert_c_castel_szakerto_orosz_ukran_haboru_kulfold_velemeny
59 Hiba itt 230129.1430: https://mandiner.hu/cikk/20230127_perintfalvi_rita_katolikus_egyhaz_velemeny_belfold_ner_baloldal_ellenzek
60 Hiba itt 230129.1431: https://mandiner.hu/cikk/20230127_joo_istvan_magyarsag_zsidosag
61 Hiba itt 230129.1432: https://mandiner.hu/cikk/20230127_havas_henrik_velemeny_klub_radio_orban_viktor_belfold
62. Archiválva 230129.1433: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_leopard_2_ukrajna_oroszorszag_orosz_ukran_haboru_kulfold_velemeny
63. Archiválva 230129.1434: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_az_eu_csucsintezmenyei_tele_vannak_lobbistaval
64. Archiválva 230129.1435: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_a_nepzeneles_nem_a_hagyomany_mechanikus_ismetlese
65. Archiválva 230129.1436: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_perintfalvi_rita_vlagyimir_putyin_bayer_zsolt_szerelem_velemeny
66. Archiválva 230129.1438: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_bayer_zsolt_velemeny_karacsony_gergely_parbeszed_gyurcsany_ferenc
67. Archiválva 230129.1439: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_mathe_zsuzsa_belfold_velemeny_eotvos_gimnazium
68 Hiba itt 230129.1440: https://mandiner.hu/cikk/20230127_jakab_peter_orban_viktor_inflacio_gazdasag_velemeny
69 Hiba itt 230129.1441: https://mandiner.hu/cikk/20230127_mi_a_bajuk_az_eotvos_gimnaziummal
70. Archiválva 230129.1442: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_forro_peter_europai_bizottsag_tucsok_velemeny_kulfold
71. Archiválva 230129.1443: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_nincs_az_a_fasiszta_disztopia_amely_tultenne_a_magyar_valosagon
72. Archiválva 230129.1444: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_gajdics_otto_ellenzek_gyurcsany_ferenc_dk_belfold_belpolitika_velemeny
73. Archiválva 230129.1446: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_europai_bizottsag_tucsok_rovar_feherje_elelmiszer_velemeny_hegyi_zoltan_magyar_nemzet
74. Archiválva 230129.1447: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_apati_bence_belfold_velemeny_akkumulatorgyar_kulfold
75. Archiválva 230129.1448: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_trombitas_kristof_kulfold_velemeny_giorgia_meloni
76. Archiválva 230129.1449: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_domotor_csaba_belfold_velemeny_akkumulator_debrecen
77. Archiválva 230129.1450: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_szabo_timea_velemeny_belfold_belpolitika_bayer_zsolt_badog_blog
78. Archiválva 230129.1452: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_robert_c_castel_velemeny_harckocsi_neokohn
79. Archiválva 230129.1453: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_cseh_katalin_velemeny_helyreallitasi_alap_kulfold
80. Archiválva 230129.1454: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_merce_velemeny_idosek_oregseg
81. Archiválva 230129.1455: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_ambrozy_aron_belfold_velemeny
82. Archiválva 230129.1457: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_nogradi_gyorgy_harckocsi_ukrajna_interju_kulfold
83. Archiválva 230129.1458: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_duna_atombomba_gyorffy_akos
84. Archiválva 230129.1459: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_gulyas_gergely_belfold_hegedus_lorant_velemeny
85. Archiválva 230129.1500: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_kozelet_vallas_kerkai_jeno_orokseg_magyarsag_hivatas_koronkai_zoltan_sj_velemeny
86. Archiválva 230129.1502: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_kotter_tamas_velemeny_belfold_europai_unio
87. Archiválva 230129.1503: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_bayer_zsolt_velemeny_nemetorszag_annalena_baerbock
88. Archiválva 230129.1504: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_miert_nem_irod_le_amit_gondolsz_meszaros_lorincrol_kerdezte_egy_ellenzeki_baratnom
89. Archiválva 230129.1506: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_csanyi_sandor_nagy_magyarorszag_magyar_labdarugo_valogatott_zaszlo
90. Archiválva 230129.1507: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_kulfold_usa_new_york_planned_parenthood_abortuszklinika_fidelis_moscinski_testver_szent_istvan_intezet_velemeny
91. Archiválva 230129.1508: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_gusztos_istvan_orban_viktor_fidesz_dollarbaloldal
92. Archiválva 230129.1509: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_kulfold_ukrajna_haboru_nemetorszag_leopard_tank_gerold_otten_afd_interju
93. Archiválva 230129.1510: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_belfold_ellenzek_dk_navracsics_tibor_erasmus_brusszel_alapitvany_modell_velemeny
94. Archiválva 230129.1512: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_kotter_tamas_titkosszolgalat_ellenzek_dollar_belfold
95. Archiválva 230129.1513: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_gyurcsany_ferenc_velemeny_dobrev_klara_magyar_koztarsasag
96. Archiválva 230129.1514: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_trombitas_kristof_oroszbaratsag_dollarbaloldal_befold
97. Archiválva 230129.1515: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_belfold_ellenzek_kampanypenz_marki_zay_peter_koranyi_david_action_for_democracy_hollik_istvan_velemeny
98. Archiválva 230129.1517: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_belfold_gazdasag_debrecen_akkumulatorgyar_hatalom_bod_peter_akos_velemeny
99. Archiválva 230129.1518: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_belfold_kozelet_ellenzek_kampanypenz_tagadas_nezo_laszlo_velemeny
100. Archiválva 230129.1519: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_pilhal_gyorgy_gender_svedorszag_kulfold
101. Archiválva 230129.1520: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_lattmann_tamas_facebook_magyarorszag_kormany_belfold_velemeny_brusszel
102. Archiválva 230129.1522: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_vago_istvan_kozteve_volner_pal_belfold
103. Archiválva 230129.1523: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_ps_pestisracok_paranoid_android_annalena_baerbock_velemeny_politika
104. Archiválva 230129.1524: http://web.archive.org/save/https://mandiner.hu/cikk/20230126_mlsz_nagy_magyarorszag_sport_labdarugas_foci_belfold
105. Archiválva 230129.1525: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_kulfold_ukrajna_oroszorszag_haboru_nemetorszag_diplomacia_annalena_baerbock_mathe_zsuzsa_velemeny
106. Archiválva 230129.1526: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_kozelet_schiffer_andras_puzser_robert_vita_vona_gabor_velemeny
107. Archiválva 230129.1528: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_bartus_laszlo_velemeny_izrael_kulfold
108. Archiválva 230129.1529: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_demko_attila_velemeny_orosz_ukran_haboru_kulfold
109. Archiválva 230129.1530: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_nok_csalad_gyermekvallalas_telex_halal_varga_gergo_zoltan_velemeny
110. Archiválva 230129.1531: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_kozelet_kerkai_jeno_orokseg_keresztenydemokracia_koronkai_zoltan_sj_velemeny
111. Archiválva 230129.1533: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_ellenzek_marki_zay_peter_jakab_peter_nep_pilhal_tamas_velemeny
112. Archiválva 230129.1534: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_kulfold_migracio_nemetorszag_no_go_zona_trombitas_kristof_velemeny
113. Archiválva 230129.1535: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_megadja_gabor_velemeny_nemetorszag_orosz_ukran_haboru_kulfold_belfold
114. Archiválva 230129.1537: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_belfold_ellenzek_kampanypenz_usa_soros_gyorgy_bayer_zsolt_velemeny
115. Archiválva 230129.1538: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_velemeny_dombrovszki_aron_korizmus_qubit
116. Archiválva 230129.1539: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_szabo_timea_szexualis_kisebbseg_belfold_nagykovet
117. Archiválva 230129.1540: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_zelenszkij_ukrajna_haboru_korrupcio
118 Hiba itt 230129.1541: https://mandiner.hu/cikk/20230125_gyurcsany_ferenc_dk_haza_velemeny
119. Archiválva 230129.1542: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_karpatalja_gal_maria_orban_viktor
120. Archiválva 230129.1544: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_hont_dollarbaloldal_amerikai_kampanypenzek_velemeny
121. Archiválva 230129.1545: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_gajdics_otto_velemeny_belfold
122. Archiválva 230129.1546: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_leopard_abrams_demko_attila_tank
123. Archiválva 230129.1547: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_marki_zay_velemeny_dollarok_kampanyfinanszirozasi_botrany
124. Archiválva 230129.1549: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_mlsz_nagy_magyarorszag
125 Hiba itt 230129.1550: https://mandiner.hu/cikk/20230125_pilhal_gyorgy_kutyapiszoar_piko_andras_belfold
126 Hiba itt 230129.1551: https://mandiner.hu/cikk/20230125_lantos_csaba_energia_miniszter_interju_belfold
127. Archiválva 230129.1552: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_velemeny_belfold_mlsz_nagy_magyarorszag_foci
128. Archiválva 230129.1553: http://web.archive.org/save/https://mandiner.hu/cikk/20230124_bartus_laszlo_velemeny_zeneakademia_kepzomuveszeti_elte_bme_fasizmus
129. Archiválva 230129.1554: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_jambor_andras_volner_pal_schadl_gyorgy
130. Archiválva 230129.1556: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_izrael_magyar_szovetseg
131. Archiválva 230129.1557: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_dollarmedia_homoszexualitas_pedofilia_a_kopasz_oszt_velemeny_filep_david
132. Archiválva 230129.1558: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_boros_imre_suranyi_gyorgy_gazdasag
133. Archiválva 230129.1559: http://web.archive.org/save/https://mandiner.hu/cikk/20230125_rakosi_matyas_adolf_hitler_orban_viktor_pedagogusok_nacionalizmus_csillag_istvan_velemeny
134. Archiválva 230129.1601: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_az_orosz_kozepiskolakban_kotelezo_lesz_tanulni_a_geppisztolyok_kezigranatok_hasznalatarol
135. Archiválva 230129.1602: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_csoda_medjugorjeban_magyar_fiataloknak_jelent_meg_a_szuzanya
136. Archiválva 230129.1603: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_feloszlattak_azt_a_rendori_egyseget_amelynek_tagjai_agyonvertek_egy_amerikai_autost
137. Archiválva 230129.1604: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_az_oroszok_allitjak_az_o_tankjaik_jobbak_mint_az_abramsek
138. Archiválva 230129.1606: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_izrael_torvenyjavaslatot_nyujtanak_be_a_terroristak_halalbuntetesenek_erdekeben
139. Archiválva 230129.1607: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_a_bevandorlo_iro_szerint_a_migransok_oroklik_nemetorszagot_miutan_kihalt_a_lakossaga
140. Archiválva 230129.1608: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_hirhedt_orosz_eliteltet_bocsatottak_szabadon_ukrajnai_szolgalata_miatt
141. Archiválva 230129.1609: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_orban_viktor_ujra_evertekelot_tart
142. Archiválva 230129.1611: http://web.archive.org/save/https://mandiner.hu/cikk/20230129_irna_drontamadast_haritott_el_az_irani_legvedelem
143. Archiválva 230129.1612: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_havazas_teve_kolozsvar_es_mindez_egy_videoban
144. Archiválva 230129.1613: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_az_oroszok_szerint_az_ukranok_14_embert_oltek_meg_mikor_csapast_mertek_egy_luhanszki_korhazra
145. Archiválva 230129.1614: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_tisza_karpatalja_szokes
146. Archiválva 230129.1616: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_bkk_belfold_budapest
147. Archiválva 230129.1617: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_thomas_bach_nemzetkozi_olimpiai_bizottsag_olimpia_haboru_ukrajna_bojkott
148. Archiválva 230129.1618: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_szoboszlai_szaklap_meccs_embere
149. Archiválva 230129.1619: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_ap_elnezes_a_franciak
150. Archiválva 230129.1620: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_emmanuel_macron_kulfold_dmitrij_peszkov_haboru_oroszorszag
151. Archiválva 230129.1622: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_novak_katalin_szuletesnap_belfold_kern_andras
152. Archiválva 230129.1623: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_haboru_ukrajna_oroszorszag_kulfold_fegyverek_egyesult_kiralysag_vadaszgepek
153. Archiválva 230129.1624: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_covid_19_koronavirus_csontritkulas
154. Archiválva 230129.1625: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_xvi_benedek_papa_katolikus_egyhaz_almatlansag
155. Archiválva 230129.1626: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_kim_dzsongun_vlagyimir_putyin_kulfold_oroszorszag_eszak_korea_kim_jo_dzsong
156. Archiválva 230129.1628: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_konrad_ferenc_uszoda_tuz_belfold_fovarosi_katasztrofavedelmi_igazgatosag
157. Archiválva 230129.1629: http://web.archive.org/save/https://mandiner.hu/cikk/20230128_szoboszlai_dominik_magyar_aranylabda_labdarugas_belfold
158 Hiba itt 230129.1630: https://mandiner.hu/cikk/20230128_jeruzsalem_terrortamadas_kulfold
159 Hiba itt 230129.1631: https://mandiner.hu/cikk/20230127_bayer_zsolt_koranyi_david_baloldal_ellenzek_kampanyfinanszirozas_kulfold_action_for_democracy_belfold_kulfold
160 Hiba itt 230129.1632: https://mandiner.hu/cikk/20230127_standard_poor_s_magyarorszag_gazdasag_hitelminosites
161 Hiba itt 230129.1633: https://mandiner.hu/cikk/20230127_nincs_tobb_gyurcsanyi_elszipkazasi_kiserlet_javor_benedek_marad_a_parbeszedben
162. Archiválva 230129.1634: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_zelenszkij_front
163. Archiválva 230129.1635: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_david_pressmannal_talalkozott_szijjarto_peter
164. Archiválva 230129.1636: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_holokauszt_emleknap_orban_viktor_varga_judit_kulfold_ferenc_papa
165. Archiválva 230129.1637: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_guy_verhofstadt_ep_baloldal_facebook_szabalyozas_kulfold
166. Archiválva 230129.1639: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_egyesult_allamok_ukrajna_oroszorszag_kim_dzsong_un_eszak_korea_kulfold
167 Hiba itt 230129.1640: https://mandiner.hu/cikk/20230127_trianon_szalinger_balazs_kalyha_kati
168. Archiválva 230129.1641: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_vasarhelyi_maria_velemeny_eu_magyar_kormany_kekva_kulfold_egyetemek_belfold
169. Archiválva 230129.1642: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_tamas_gaspar_miklos_emlekkotet_tamas_abel_belfold
170. Archiválva 230129.1643: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_orosz_ukran_haboru_kulfold_dronok_olaszorszag_guido_crosetto
171. Archiválva 230129.1644: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_ukrajna_orban_viktor_haboru_oroszorszag_video_magyarorszag_biztonsag_kulfold
172. Archiválva 230129.1646: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_mateusz_morawiecki_holokauszt_ukrajna_oroszorszag_orosz_ukran_haboru_kulfold_vlagyimir_putyin
173. Archiválva 230129.1647: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_kubatov_gabor_aissa_laidouni_ugy_berlin_megegyezes_labdarugas_belfold_kulfold_fradi
174. Archiválva 230129.1648: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_tobb_mint_negyezer_eves_mumiara_bukkantak_egyiptomi_regeszek
175. Archiválva 230129.1649: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_transzgender_protokoll
176. Archiválva 230129.1651: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_hungarikumokkal_a_vilag_korul_6_4
177. Archiválva 230129.1652: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_kolasdoboz_panceltoro_fegyverek_oroszok_iran
178. Archiválva 230129.1653: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_ferenc_papa_kulfold_holokauszt_emleknap
179. Archiválva 230129.1654: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_ausztria_magyarorszag_hatar_tiltas_lezaras_sopron_kulfold_belfold
180. Archiválva 230129.1656: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_cristiano_ronaldo_al_nasszr_edzo_kritika
181. Archiválva 230129.1657: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_dohanyzas_dragulas_magyarorszag_gazdasag_europai_unio
182. Archiválva 230129.1658: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_xvi_benedek_joseph_ratzinger_papa_konyv_vita_keresztenyseg_kulfold_vatikan
183. Archiválva 230129.1659: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_az_oroszok_atallitjak_az_annektalt_ukrajnai_regiokat_a_moszkvai_idoszamitasra
184. Archiválva 230129.1701: http://web.archive.org/save/https://mandiner.hu/cikk/20230127_2023_bu_aszteroida_kulfold
